  Seq   Jmag    Hmag    Kmag    [3.6]   [4.5]   [5.8]   [8.0]   [24]   AKs    alpha   Cl   2M   Simbad   GLON                 GLAT                  RA2000              DEC2000              
  3182  11.2    10.17   9.72    8.95    8.65    8.18    7.57    5.73   0.33   -1.22   D    2M   Simbad   205.43186507369688   -14.492316580105877   86.57870833333334   -0.09388888888888888 
  3183  ""      ""      14.89   13.45   12.56   12.24   11.51   4.41   ""     -0.71   P    2M   Simbad   205.41955668154742   -14.508108469908445   86.55916666666666   -0.0908055555555556  
  3184  10.69   9.66    9.0     7.96    7.5     7.15    6.05    3.0    0.17   -0.69   D    2M   Simbad   205.42841191606863   -14.487842042104052   86.58108333333335   -0.08883333333333336 
  3185  ""      ""      ""      14.34   13.3    12.46   11.84   ""     ""     0.02    D    2M   Simbad   205.365619417502     -14.596525155836746   86.45658333333334   -0.08636111111111111 
  3186  14.01   12.45   11.72   10.96   10.6    10.3    9.63    6.24   0.78   -1.33   D    2M   Simbad   205.38097308833602   -14.509905741847371   86.53999999999999   -0.058694444444444466
  3187  14.83   13.85   13.44   12.87   12.57   12.35   11.86   8.89   0.28   -1.69   D    2M   Simbad   205.34589504301954   -14.565036915213858   86.475375           -0.054694444444444455
  3188  16.73   14.86   13.83   12.86   12.42   12.01   ""      ""     0.95   ""      D    2M   Simbad   205.37724673466897   -14.482383848553493   86.56258333333332   -0.04255555555555555 
  3189  11.29   10.16   9.5     9.15    8.92    8.51    ""      3.91   0.3    ""      D    2M   Simbad   205.36049349012654   -14.502159567834097   86.53750000000001   -0.03755555555555556 
  3190  13.85   13.18   12.75   12.08   11.73   11.39   10.66   7.69   0.0    -1.22   D    2M   Simbad   205.2887557299097    -14.588932663992795   86.42824999999999   -0.017166666666666667
  3191  13.06   12.32   11.89   11.21   10.84   10.49   9.83    7.55   0.0    -1.26   D    2M   Simbad   205.47730952159384   -14.243241748349584   86.81920833333334   -0.015555555555555555
  3192  13.99   12.85   12.38   11.88   11.48   10.98   10.11   6.1    0.45   -0.79   D    2M   Simbad   205.3077892078253    -14.532971120111295   86.48629166666666   -0.007055555555555557
  3193  12.49   10.71   9.62    8.84    8.53    8.07    ""      -0.9   0.8    ""      D    2M   Simbad   205.35054493876953   -14.451772830010292   86.57741666666668   -0.005333333333333334
  3194  14.23   12.91   12.02   10.61   10.08   9.64    8.79    5.77   0.36   -0.77   D    2M   Simbad   205.3305023423397    -14.480520919560375   86.54291666666667   -0.001750000000000000
  3195  ""      ""      13.38   10.94   9.9     9.4     8.72    2.43   ""     -0.38   P    2M   Simbad   205.37468288273269   -14.395341697538859   86.63820833333331   6.111111111111111E-4 
  3196  12.89   11.41   10.5    8.79    8.18    7.63    6.63    3.32   0.55   -0.37   D    2M   Simbad   205.4150150045982    -14.319799629275105   86.72325000000001   0.0016944444444444446
  3197  16.87   15.74   14.86   13.99   13.29   12.58   11.6    8.89   0.13   -0.09   D    2M   Simbad   205.5186705862622    -14.129012886716385   86.93887500000001   0.0027777777777777766
  3198  11.32   10.52   10.12   9.15    8.74    8.29    7.55    ""     0.06   -0.99   D    2M   Simbad   205.4540099444286    -14.243148817187668   86.80866666666665   0.004416666666666665 
  3199  ""      ""      ""      13.18   12.33   11.92   11.54   4.57   ""     -1.02   P    2M   Simbad   205.39813511245978   -14.344557562249367   86.69370833333333   0.004472222222222221 
  3200  10.75   9.8     9.23    8.23    7.82    7.6     7.02    4.53   0.14   -1.49   D    2M   Simbad   205.45323624860376   -14.243787809815007   86.80775            0.004777777777777778 
  3201  ""      ""      ""      10.11   8.44    7.21    6.36    1.39   ""     1.42    P    2M   Simbad   205.39823688891332   -14.338943193089289   86.69870833333334   0.0070277777777777795
  3202  ""      ""      13.28   12.64   11.32   10.73   10.17   3.65   ""     -0.11   P    2M   Simbad   205.39645060736052   -14.341184025560377   86.69591666666666   0.007499999999999997 
  3203  ""      ""      14.83   12.58   10.58   9.02    7.64    2.81   ""     2.79    P    2M   Simbad   205.3754866539606    -14.375118814339745   86.65641666666666   0.009444444444444443 
  3204  13.01   11.92   11.37   10.69   10.36   10.0    9.29    6.02   0.31   -1.24   D    2M   Simbad   205.4082511788745    -14.315501147620862   86.72395833333334   0.009500000000000001 
  3205  16.87   14.61   13.14   11.72   11.06   10.6    9.93    ""     1.14   -0.81   D    2M   Simbad   205.3945331781396    -14.339767967153678   86.69629166666668   0.009805555555555552 
  3206  13.36   12.28   11.74   11.06   10.75   10.44   9.84    6.66   0.32   -1.44   D    2M   Simbad   205.30763096038677   -14.495810092247769   86.519              0.010583333333333332 
  3207  11.35   10.57   10.22   9.82    9.58    9.22    8.17    4.88   0.08   -0.95   D    2M   Simbad   205.4315407943173    -14.265157349699171   86.77899999999998   0.01327777777777778  
  3208  12.22   10.19   8.51    6.38    5.17    4.17    3.42    ""     0.7    0.55    P    2M   Simbad   205.3821046246327    -14.352186991879021   86.67966666666668   0.014583333333333334 
  3209  ""      ""      14.82   13.21   12.6    11.93   ""      ""     ""     ""      D    2M   Simbad   205.39039575890146   -14.330167791245957   86.70287499999999   0.017861111111111112 
  3210  ""      15.45   14.21   13.0    12.7    12.07   ""      ""     1.68   ""      D    2M   Simbad   205.32766381103238   -14.440370304966551   86.57704166666666   0.019583333333333335 
  3211  17.06   16.14   14.1    12.76   10.6    10.61   ""      3.11   0.0    ""      P    2M   Simbad   205.3686022029325    -14.363484217524663   86.66354166666669   0.02080555555555556  
  3212  11.67   10.42   9.53    8.23    7.79    7.43    6.7     3.13   0.27   -1.1    D    2M   Simbad   205.36242189425437   -14.370632276603702   86.65441666666668   0.022722222222222213 
  3213  13.76   13.09   12.67   11.74   11.16   10.79   10.17   7.1    0.0    -1.07   D    2M   Simbad   205.44873150074625   -14.213836567628327   86.832125           0.022722222222222217 
  3214  13.28   12.24   11.61   10.8    10.46   10.3    ""      ""     0.2    ""      D    2M   Simbad   205.35473933954376   -14.37407551090549    86.64787500000003   0.027666666666666666 
  3215  ""      ""      ""      10.42   9.49    8.53    7.55    ""     ""     0.46    P    2M   Simbad   205.37936166473085   -14.32795858340602    86.69979166666666   0.028333333333333332 
  3216  ""      ""      14.7    11.74   10.73   10.05   9.46    6.1    ""     -0.26   D    2M   Simbad   205.3354734635615    -14.403079954190398   86.61349999999999   0.030472222222222223 
  3217  16.22   14.6    13.51   12.83   12.6    12.45   ""      ""     0.61   ""      D    2M   Simbad   205.30338051949042   -14.43357680754355    86.57195833333331   0.04352777777777779  
  3218  ""      ""      ""      14.38   13.79   13.04   ""      ""     ""     ""      D    2M   Simbad   205.32276887024193   -14.394810320513796   86.61499999999998   0.045222222222222226 
  3219  13.52   12.68   12.15   11.37   11.13   10.89   10.41   7.81   0.02   -1.74   D    2M   Simbad   205.26109036017658   -14.503110011153094   86.49133333333334   0.04688888888888889  
  3220  12.72   11.17   10.21   8.84    8.37    7.96    7.25    4.78   0.6    -1.03   D    2M   Simbad   205.33187711019505   -14.372739579397477   86.638625           0.04783333333333334  
  3221  14.45   12.09   10.88   9.57    8.9     8.2     7.42    4.97   1.45   -0.36   D    2M   Simbad   205.32165386719922   -14.38710152358564    86.62129166666666   0.049805555555555533 
  3222  12.05   11.22   10.91   10.42   10.11   9.72    8.93    5.65   0.16   -1.12   D    2M   Simbad   205.26094618592057   -14.492406482747231   86.50070833333335   0.05205555555555556  
  3223  14.73   13.81   13.24   12.39   12.04   ""      ""      ""     0.1    ""      D    2M   Simbad   205.3457113287879    -14.33011203615776    86.68254166666667   0.05608333333333332  
  3224  10.63   9.03    7.87    6.54    6.0     5.6     4.94    2.23   0.52   -1.02   D    2M   Simbad   205.29364949295183   -14.420088933482747   86.57941666666666   0.058194444444444424 
  3225  ""      15.74   14.03   12.11   11.53   11.02   10.44   7.74   1.92   -0.92   D    2M   Simbad   205.31198858930327   -14.385881588134243   86.61795833333333   0.05863888888888888  
  3226  15.41   14.15   13.49   12.51   12.16   ""      ""      ""     0.46   ""      D    2M   Simbad   205.34975471913577   -14.311327344716403   86.70095833333333   0.06147222222222223  
  3227  13.68   12.3    11.53   10.56   10.25   10.07   9.31    6.24   0.53   -1.45   D    2M   Simbad   205.34222828964323   -14.321981822570502   86.68812499999999   0.0628888888888889   
  3228  14.87   13.54   12.62   11.45   10.98   10.76   10.27   6.94   0.36   -1.53   D    2M   Simbad   205.27449735616372   -14.44272899568573    86.55070833333335   0.06388888888888893  
  3229  14.29   12.71   11.73   10.49   10.0    9.55    8.86    ""     0.63   -0.97   D    2M   Simbad   205.35382633646282   -14.297327721890547   86.71516666666668   0.06458333333333334  
  3230  16.58   14.42   13.13   11.55   11.03   10.83   ""      ""     1.14   ""      D    2M   Simbad   205.34412474687898   -14.309454672581301   86.70004166666666   0.06716666666666667  
  3231  13.03   11.35   ""      8.66    8.18    7.77    7.06    4.18   ""     -1.02   D    2M   Simbad   205.3413062214925    -14.311444754652928   86.697              0.06863888888888887  
  3232  ""      ""      ""      ""      13.2    ""      ""      5.13   ""     ""      P    2M   Simbad   205.32330978211053   -14.338505006413712   86.66491666666668   0.07127777777777777  
  3233  12.71   11.56   11.1    10.75   10.61   10.25   9.88    6.9    0.45   -1.8    D    2M   Simbad   205.31279800775192   -14.35522020649913    86.645375           0.0723888888888889   
  3234  13.06   11.97   11.43   10.79   10.4    9.94    9.18    6.34   0.32   -0.99   D    2M   Simbad   205.28716888228365   -14.398172786957106   86.59579166666668   0.07405555555555556  
  3235  11.74   10.72   10.14   9.44    8.81    8.4     7.42    3.76   0.21   -0.58   D    2M   Simbad   205.3389036675069    -14.296457833263394   86.709125           0.07775000000000003  
  3236  14.62   13.75   13.24   12.38   12.07   11.28   10.11   ""     0.07   -0.15   D    2M   Simbad   205.32813315166575   -14.310346012152543   86.69195833333335   0.08041666666666666  
  3237  14.35   13.33   12.87   12.11   11.68   11.38   10.94   ""     0.29   -1.52   D    2M   Simbad   205.32273731797946   -14.3171902404582     86.68345833333333   0.08180555555555556  
  3238  13.57   12.4    11.76   10.7    10.32   9.71    8.71    ""     0.35   -0.52   D    2M   Simbad   205.32961319658816   -14.303412767812079   86.69875            0.08241666666666667  
  3239  11.34   10.13   9.46    8.3     7.89    7.47    6.69    3.8    0.39   -1.0    D    2M   Simbad   205.24195424673138   -14.46151215759894    86.51929166666666   0.0828333333333333   
  3240  ""      14.67   13.17   11.75   11.13   10.63   9.96    7.62   1.32   -0.8    D    2M   Simbad   205.29435093742683   -14.36150110126712    86.63141666666667   0.0851944444444444   
  3241  16.19   14.48   13.44   12.2    11.65   11.15   10.46   7.01   0.75   -0.85   D    2M   Simbad   205.35224647916357   -14.25305932419239    86.75350000000002   0.08677777777777783  
  3242  13.49   12.17   11.35   10.11   9.47    9.0     8.36    5.65   0.41   -0.86   D    2M   Simbad   205.40517664615066   -14.155239575430828   86.86395833333333   0.08755555555555554  
  3243  13.09   12.01   11.53   10.9    10.49   9.93    9.0     ""     0.36   -0.64   D    2M   Simbad   205.32199592166904   -14.300605795213114   86.69775            0.09025000000000004  
  3244  14.45   13.32   12.59   11.96   11.68   11.47   ""      ""     0.23   ""      D    2M   Simbad   205.3113136233648    -14.317751413406102   86.67774999999999   0.09130555555555557  
  3245  11.89   10.67   10.04   9.43    8.97    8.53    7.71    4.37   0.44   -0.87   D    2M   Simbad   205.31475320652078   -14.30838370458951    86.68758333333332   0.09277777777777776  
  3246  11.23   10.13   9.69    9.39    9.2     8.94    8.46    5.07   0.42   -1.76   D    2M   Simbad   205.34021197198953   -14.259633148273752   86.74220833333332   0.09397222222222221  
  3247  13.6    11.74   10.75   9.9     9.47    9.0     8.38    5.31   0.97   -1.08   D    2M   Simbad   205.27245833233448   -14.380689361138003   86.6045             0.09486111111111109  
  3248  13.37   11.96   11.08   9.89    9.28    8.86    7.94    4.7    0.49   -0.64   D    2M   Simbad   205.2974291998524    -14.330973338300879   86.65974999999999   0.09694444444444442  
  3249  15.41   13.75   12.87   12.14   11.72   ""      ""      ""     0.81   ""      D    2M   Simbad   205.32274425924479   -14.278368382571477   86.71770833333333   0.10008333333333333  
  3250  14.54   13.2    12.49   11.78   11.42   11.13   10.69   8.17   0.52   -1.6    D    2M   Simbad   205.34391137687624   -14.238640116953237   86.76241666666667   0.10069444444444445  
  3251  ""      15.73   14.27   12.77   12.27   11.84   11.01   7.08   1.57   -0.83   D    2M   Simbad   205.2784206010579    -14.355431607322492   86.6295             0.10166666666666666  
  3252  14.34   12.78   12.05   10.99   10.57   9.66    8.16    4.19   0.79   0.48    D    2M   Simbad   205.3215618315674    -14.27567835153673    86.71954166666666   0.10236111111111111  
  3253  16.52   14.79   13.9    13.03   12.57   ""      ""      ""     0.89   ""      D    2M   Simbad   205.31414313863957   -14.28289244491665    86.70979166666667   0.10530555555555554  
  3254  13.19   10.97   9.67    8.41    7.93    7.46    6.2     2.43   1.21   -0.33   D    2M   Simbad   205.28326085295575   -14.334270274338408   86.65037499999998   0.1075               
  3255  12.37   11.61   11.21   10.62   10.32   9.93    9.25    ""     0.02   -1.25   D    2M   Simbad   205.1386146122755    -14.589885719735241   86.35891666666667   0.11052777777777778  
  3256  13.42   11.83   10.9    10.26   9.9     9.52    8.85    6.44   0.69   -1.22   D    2M   Simbad   205.27065268972038   -14.349238909791179   86.63141666666667   0.11122222222222225  
  3257  16.32   14.44   13.47   12.29   11.84   11.18   10.05   ""     1.03   -0.24   D    2M   Simbad   205.28136696842455   -14.328802671365333   86.65433333333333   0.11169444444444444  
  3258  11.96   10.57   9.73    8.74    8.27    7.9     7.23    4.99   0.5    -1.13   D    2M   Simbad   205.27589704014505   -14.337781405060467   86.64391666666667   0.1121388888888889   
  3259  13.84   12.07   11.12   9.6     9.07    8.75    8.27    5.06   0.9    -1.34   D    2M   Simbad   205.2863367233414    -14.317959150958954   86.66616666666667   0.11255555555555558  
  3260  14.45   13.6    13.19   12.7    12.37   12.28   11.28   8.36   0.12   -1.29   D    2M   Simbad   205.3512980679404    -14.196318101332828   86.80312500000001   0.11430555555555556  
