  Seq   Jmag    Hmag    Kmag    [3.6]   [4.5]   [5.8]   [8.0]   [24]   AKs    alpha   Cl   2M   Simbad   GLON                 GLAT                  RA2000              DEC2000              
  1523  12.48   10.55   9.36    8.08    7.63    7.11    6.34    3.59   0.92   -0.82   D    2M   Simbad   209.11599640738814   -19.46808772765314    83.788375           -5.516222222222224   
  1524  10.18   9.26    8.62    7.85    7.4     6.92    5.96    3.19   0.04   -0.67   D    2M   Simbad   209.1244765261065    -19.45168189015795    83.80670833333333   -5.515944444444442   
  1525  ""      ""      14.77   12.29   11.58   11.07   10.5    ""     ""     -0.81   D    2M   Simbad   209.13048621799206   -19.439628860907327   83.82008333333333   -5.515555555555555   
  1526  11.91   11.17   10.77   10.36   10.1    9.77    9.1     6.91   0.0    -1.39   D    2M   Simbad   209.2705597876584    -19.17794570645528    84.11462499999999   -5.515333333333334   
  1527  14.03   12.62   11.72   10.51   10.05   9.54    8.89    ""     0.47   -0.96   D    2M   Simbad   208.8352106482308    -19.986986624740215   83.20333333333333   -5.515027777777778   
  1528  10.26   9.26    8.61    7.98    7.42    6.83    5.83    3.04   0.13   -0.36   D    2M   Simbad   208.94660493129103   -19.777559637825064   83.43858333333333   -5.51375             
  1529  ""      ""      ""      9.75    9.49    9.18    8.63    6.35   ""     -1.55   D    2M   Simbad   209.01683445282356   -19.64605185774993    83.58645833333334   -5.513277777777777   
  1530  14.24   13.59   13.15   12.51   12.23   11.74   ""      ""     0.0    ""      D    2M   Simbad   209.12916818376627   -19.436303289284787   83.82250000000002   -5.512944444444445   
  1531  12.1    11.43   11.09   10.86   10.72   10.4    9.16    5.11   0.0    -0.89   D    2M   Simbad   209.07048628921623   -19.545477516351813   83.69954166666666   -5.512916666666667   
  1532  13.8    12.72   11.99   10.9    10.57   10.36   ""      ""     0.19   ""      D    2M   Simbad   209.1285053060521    -19.43384834828854    83.82441666666666   -5.51127777777778    
  1533  11.62   10.72   10.16   9.07    8.55    8.13    7.15    4.49   0.08   -0.66   D    2M   Simbad   209.13299123747254   -19.424693917451744   83.83454166666667   -5.510916666666667   
  1534  12.39   11.53   11.03   10.32   9.92    9.5     8.86    ""     0.07   -1.16   D    2M   Simbad   209.14333010619532   -19.404574400404606   83.85700000000001   -5.510527777777776   
  1535  12.31   11.51   11.03   10.28   9.92    9.53    8.81    ""     0.0    -1.15   D    2M   Simbad   209.15294009095413   -19.385501984993446   83.87820833333333   -5.51                
  1536  12.7    12.08   11.81   11.49   11.35   11.12   10.39   6.19   0.0    -1.58   D    2M   Simbad   208.8818575238246    -19.88780718237109    83.31212500000001   -5.509277777777779   
  1537  12.99   11.5    10.49   8.99    8.57    8.32    7.58    5.22   0.5    -1.26   D    2M   Simbad   209.1152158630204    -19.453861597517875   83.80079166666667   -5.509138888888889   
  1538  14.86   14.1    13.59   12.87   12.36   12.11   11.49   ""     0.0    -1.31   D    2M   Simbad   209.0283655912145    -19.61515019408623    83.61908333333334   -5.509               
  1539  12.97   12.29   11.9    11.37   10.98   ""      ""      ""     0.0    ""      D    2M   Simbad   209.13022512595583   -19.425418508437485   83.83270833333334   -5.508916666666666   
  1540  14.78   13.89   13.36   12.52   12.24   ""      ""      ""     0.08   ""      D    2M   Simbad   209.08548863977944   -19.50717137146817    83.74029166666668   -5.508222222222222   
  1541  ""      ""      ""      12.68   11.97   11.6    ""      ""     ""     ""      D    2M   Simbad   209.11946872448013   -19.441945702295204   83.81329166666666   -5.507333333333333   
  1542  12.18   11.38   11.05   10.54   10.24   9.83    8.99    ""     0.1    -1.05   D    2M   Simbad   209.14289442658855   -19.39720729582703    83.86341666666668   -5.506833333333333   
  1543  11.39   10.46   9.85    9.08    8.79    8.61    7.88    4.47   0.06   -1.5    D    2M   Simbad   209.1532287608987    -19.37592410092045    83.88691666666669   -5.505916666666667   
  1544  11.02   10.25   9.7     9.23    8.83    8.28    7.36    4.04   0.0    -0.67   D    2M   Simbad   209.13877756561754   -19.402539740478346   83.85687499999999   -5.5057777777777765  
  1545  13.18   12.38   11.92   11.27   10.86   10.54   9.78    ""     0.02   -1.16   D    2M   Simbad   209.11176590749983   -19.452353728951422   83.80066666666666   -5.505555555555554   
  1546  13.55   12.87   12.45   12.06   11.91   11.97   ""      ""     0.0    ""      D    2M   Simbad   208.99105947256498   -19.676806903613002   83.54787499999999   -5.505527777777777   
  1547  15.71   15.0    14.75   14.51   14.17   ""      ""      ""     0.06   ""      D    2M   Simbad   209.06146325174166   -19.54591253966913    83.69529166666666   -5.505527777777777   
  1548  11.03   10.09   9.45    8.43    8.09    7.72    6.59    3.22   0.06   -0.74   D    2M   Simbad   209.0070790828874    -19.64697596629741    83.58145833333333   -5.5055              
  1549  13.54   12.84   12.51   11.81   11.61   11.2    10.21   ""     0.0    -0.98   D    2M   Simbad   209.21415067643235   -19.26087511637461    84.016125           -5.505250000000001   
  1550  12.45   11.54   11.0    9.97    9.47    9.08    8.1     5.57   0.1    -0.73   D    2M   Simbad   209.1390683717842    -19.400214760395688   83.85908333333333   -5.5049722222222215  
  1551  12.91   12.23   11.81   11.1    10.71   10.25   9.35    ""     0.0    -0.82   D    2M   Simbad   209.1392176124573    -19.39889139351524    83.86033333333334   -5.504500000000002   
  1552  15.6    14.96   14.69   14.09   13.91   ""      ""      ""     0.0    ""      D    2M   Simbad   209.19058693216363   -19.299774097597815   83.97116666666668   -5.502972222222223   
  1553  14.49   13.76   13.36   12.81   12.51   12.11   11.24   ""     0.0    -1.03   D    2M   Simbad   209.06161742435228   -19.539663171742607   83.70095833333335   -5.5028333333333315  
  1554  14.36   13.52   12.94   12.32   12.08   11.32   9.97    ""     0.0    -0.05   D    2M   Simbad   209.1050420556073    -19.45737168653903    83.79329166666666   -5.502166666666667   
  1555  ""      ""      10.57   9.69    9.21    8.87    7.86    4.57   ""     -0.78   D    2M   Simbad   209.04394999671882   -19.570190368984825   83.66604166666667   -5.501777777777778   
  1556  ""      ""      ""      10.71   10.26   9.68    8.79    ""     ""     -0.61   D    2M   Simbad   209.11524799204705   -19.436954833922925   83.81595833333334   -5.501527777777776   
  1557  10.33   9.51    9.22    9.01    8.99    8.83    8.76    5.39   0.17   -2.52   D    2M   Simbad   209.08865790601592   -19.48399783370921    83.76241666666667   -5.500416666666666   
  1558  13.45   12.76   12.44   12.07   11.81   11.63   10.57   7.24   0.0    -1.17   D    2M   Simbad   208.90484119683126   -19.823063722094368   83.37995833333333   -5.499277777777778   
  1559  12.39   11.36   10.79   9.91    9.58    9.28    8.59    ""     0.21   -1.34   D    2M   Simbad   209.1297035711517    -19.404807372995347   83.85095833333332   -5.4991666666666665  
  1560  15.8    13.94   12.77   11.74   11.22   10.76   10.04   ""     0.84   -0.89   D    2M   Simbad   209.11007724389802   -19.440250240915194   83.81079166666665   -5.498666666666668   
  1561  13.09   12.39   12.1    11.38   11.07   10.74   9.81    ""     0.03   -1.05   D    2M   Simbad   209.13027773778393   -19.400479145361107   83.85508333333333   -5.497694444444445   
  1562  11.99   11.07   10.53   9.83    9.53    9.06    8.38    ""     0.1    -1.14   D    2M   Simbad   209.06381448599043   -19.520208678111757   83.71933333333334   -5.495888888888887   
  1563  10.86   9.69    8.86    7.81    7.4     ""      6.37    3.44   0.22   ""      D    2M   Simbad   209.19650332895924   -19.272013126043632   83.99858333333331   -5.495416666666665   
  1564  15.86   14.07   13.04   12.05   11.81   11.29   ""      ""     0.85   ""      D    2M   Simbad   209.1817810482808    -19.29835598426862    83.96866666666666   -5.494916666666667   
  1565  ""      ""      ""      15.24   14.89   12.73   10.8    6.78   ""     2.6     D    2M   Simbad   209.3711994969522    -18.944354727895423   84.36716666666668   -5.494777777777777   
  1566  13.92   12.85   12.26   11.52   11.14   10.85   10.01   ""     0.26   -1.14   D    2M   Simbad   209.0733037732179    -19.499540359617544   83.74191666666668   -5.494527777777778   
  1567  16.51   14.93   14.02   12.65   12.12   11.09   9.41    ""     0.67   0.96    D    2M   Simbad   209.1412998879778    -19.372875963792367   83.88454166666668   -5.494500000000001   
  1568  ""      14.73   12.85   10.69   10.11   9.1     ""      ""     2.35   ""      D    2M   Simbad   209.17502369838172   -19.309538428605705   83.95575000000001   -5.494277777777778   
  1569  11.7    10.94   10.48   9.72    9.39    9.2     8.69    ""     0.0    -1.69   D    2M   Simbad   209.08562118602325   -19.475387930051028   83.76883333333333   -5.493972222222223   
  1570  13.73   13.06   12.63   11.99   11.69   11.34   10.65   ""     0.0    -1.3    D    2M   Simbad   209.12689626518613   -19.396632421204178   83.85708333333334   -5.493111111111111   
  1571  ""      ""      ""      15.13   14.72   12.63   10.68   6.42   ""     2.59    D    2M   Simbad   209.37058499872617   -18.941318596212156   84.369625           -5.4928888888888885  
  1572  14.96   14.13   13.67   13.26   13.03   ""      ""      ""     0.06   ""      D    2M   Simbad   209.0988518388517    -19.447255778293396   83.79970833333334   -5.492388888888889   
  1573  16.01   13.66   11.76   9.48    8.66    8.02    7.1     3.64   0.94   -0.13   P    2M   Simbad   209.10757618358832   -19.431012746609607   83.818              -5.492388888888889   
  1574  13.14   11.51   10.33   8.65    8.07    7.73    6.94    4.31   0.53   -0.93   D    2M   Simbad   209.13033492628122   -19.387768168140784   83.8665             -5.492               
  1575  12.35   11.28   10.58   9.61    9.23    8.86    8.36    ""     0.19   -1.4    D    2M   Simbad   209.08051251039066   -19.47745801686393    83.76479166666667   -5.490611111111108   
  1576  13.12   11.57   10.5    8.95    8.26    7.72    6.87    3.58   0.52   -0.47   D    2M   Simbad   209.08360256455774   -19.469309640307557   83.77341666666665   -5.489527777777779   
  1577  15.58   14.73   14.15   13.43   13.02   ""      ""      ""     0.0    ""      D    2M   Simbad   209.12011158771318   -19.395251004013446   83.85541666666666   -5.486777777777778   
  1578  13.69   12.31   11.47   10.53   10.15   ""      ""      ""     0.48   ""      D    2M   Simbad   209.10949583238195   -19.414774102742697   83.83337499999999   -5.486666666666668   
  1579  13.55   12.8    12.41   12.03   11.78   ""      ""      ""     0.01   ""      D    2M   Simbad   209.1101670020183    -19.412909572914888   83.83533333333334   -5.48638888888889    
  1580  11.6    10.71   10.33   9.12    8.77    8.27    7.25    ""     0.19   -0.68   D    2M   Simbad   209.1270821052938    -19.381100186701264   83.87108333333333   -5.48625             
  1581  12.03   11.07   10.59   9.81    9.62    9.17    8.72    ""     0.21   -1.53   D    2M   Simbad   209.07338589472002   -19.480517064211416   83.75899999999999   -5.485999999999999   
  1582  15.42   14.21   13.38   12.26   11.75   ""      ""      ""     0.26   ""      D    2M   Simbad   209.08800448484797   -19.449560063849994   83.793              -5.484305555555555   
  1583  12.05   11.08   10.53   10.25   9.6     9.21    7.98    4.3    0.18   -0.31   D    2M   Simbad   209.0467129331657    -19.526269875475563   83.70658333333331   -5.484250000000002   
  1584  11.24   10.44   10.12   9.49    9.11    8.83    8.05    3.52   0.13   -1.22   D    2M   Simbad   209.0752029310753    -19.473201851306285   83.76633333333332   -5.484222222222223   
  1585  13.07   12.41   12.02   11.31   10.93   10.24   8.92    ""     0.0    -0.06   D    2M   Simbad   209.0522980254872    -19.51336087924598    83.72054166666668   -5.483111111111111   
  1586  ""      ""      ""      11.09   10.77   10.49   9.3     ""     ""     -0.83   D    2M   Simbad   209.1000339457989    -19.423969556194542   83.82108333333333   -5.482861111111114   
  1587  15.02   13.98   13.22   12.29   11.92   11.57   ""      ""     0.11   ""      D    2M   Simbad   209.04871642714565   -19.518671333491277   83.71424999999999   -5.482499999999998   
  1588  ""      ""      ""      9.53    9.28    8.97    8.31    ""     ""     -1.44   D    2M   Simbad   209.09623727998354   -19.427595608298272   83.81620833333334   -5.481305555555555   
  1589  12.09   11.39   11.22   11.19   11.17   11.09   10.81   5.83   0.09   -2.39   D    2M   Simbad   208.96962027084584   -19.660111008220763   83.55366666666667   -5.479972222222222   
  1590  15.3    14.3    13.68   12.91   12.46   ""      ""      ""     0.16   ""      D    2M   Simbad   209.05966960156195   -19.49251756014578    83.742375           -5.479888888888889   
  1591  12.36   11.48   11.09   10.63   10.27   9.31    ""      ""     0.17   ""      D    2M   Simbad   209.09932535096505   -19.41791228801073    83.82620833333333   -5.479527777777779   
  1592  12.44   11.33   10.84   10.11   9.77    9.39    8.8     ""     0.38   -1.33   D    2M   Simbad   209.09007728559337   -19.43506759786415    83.806875           -5.479500000000001   
  1593  16.05   14.28   13.21   12.28   12.07   ""      ""      ""     0.8    ""      D    2M   Simbad   209.08638933873485   -19.441256414915866   83.79975            -5.4791944444444445  
  1594  13.14   11.36   10.61   9.6     9.28    9.06    8.6     ""     1.06   -1.71   D    2M   Simbad   209.090362286564     -19.432693033378882   83.80912500000001   -5.4786666666666655  
  1595  14.04   13.0    12.26   11.15   10.59   10.0    9.11    ""     0.11   -0.49   D    2M   Simbad   209.05752859322868   -19.492936320840563   83.74108333333334   -5.478277777777778   
  1596  16.6    15.59   15.29   15.73   15.33   ""      ""      6.36   0.38   ""      D    2M   Simbad   208.9730332343963    -19.64848748209313    83.56554166666668   -5.477583333333335   
  1597  11.68   10.8    10.44   9.94    9.73    9.35    8.66    5.7    0.18   -1.34   D    2M   Simbad   209.02634893093622   -19.54834904430996    83.67808333333333   -5.477111111111112   
  1598  14.02   13.35   12.99   12.48   12.17   11.85   11.03   ""     0.0    -1.18   D    2M   Simbad   208.98815723965282   -19.617437993839932   83.59983333333334   -5.476250000000001   
  1599  ""      ""      11.67   10.97   10.66   10.4    9.52    ""     ""     -1.2    D    2M   Simbad   209.13595980402621   -19.342429815370597   83.90954166666667   -5.476250000000002   
  1600  8.27    7.24    6.22    5.62    5.03    4.56    3.65    1.43   0.0    -0.61   D    2M   Simbad   209.16002044825925   -19.29753384452828    83.96008333333332   -5.476222222222222   
  1601  13.78   13.2    12.78   12.13   11.83   ""      ""      ""     0.0    ""      D    2M   Simbad   209.10588355072997   -19.39826342218988    83.846625           -5.476166666666668   
  1602  12.98   11.86   11.33   10.81   10.43   10.09   9.29    5.8    0.37   -1.11   D    2M   Simbad   208.97625306656556   -19.63900388721451    83.57541666666668   -5.475999999999999   
  1603  13.1    11.63   10.87   9.83    9.42    8.98    ""      ""     0.65   ""      D    2M   Simbad   209.09190788734924   -19.42385347317831    83.81770833333333   -5.475972222222223   
  1604  ""      ""      12.54   10.85   10.45   10.18   9.7     ""     ""     -1.54   D    2M   Simbad   209.13528714441838   -19.342945233496902   83.90879166666667   -5.475916666666666   
  1605  12.45   11.61   11.42   11.28   11.23   11.19   10.87   5.31   0.22   -2.38   D    2M   Simbad   208.99312711799962   -19.606604839359868   83.61166666666668   -5.475527777777776   
  1606  12.27   11.35   10.98   10.43   10.27   9.72    8.45    ""     0.23   -0.52   D    2M   Simbad   209.11944180830912   -19.370801198767694   83.87704166666667   -5.4751666666666665  
  1607  13.27   11.78   10.82   9.75    9.39    9.05    ""      ""     0.53   ""      D    2M   Simbad   209.07514065636278   -19.452481601533574   83.78487499999999   -5.4748055555555535  
  1608  12.73   11.84   11.39   10.88   10.62   10.48   9.91    ""     0.14   -1.76   D    2M   Simbad   209.00149957948506   -19.587910571158478   83.63199999999998   -5.474111111111111   
  1609  14.33   12.84   11.5    9.42    8.65    7.82    6.61    ""     0.24   0.4     P    2M   Simbad   209.09325909823949   -19.41599041138892    83.82533333333333   -5.473555555555556   
  1610  11.94   10.76   10.1    9.21    8.75    8.08    6.94    ""     0.36   -0.21   D    2M   Simbad   209.07589059540913   -19.447213817367995   83.78991666666667   -5.473055555555557   
  1611  16.31   13.82   12.37   10.76   10.34   ""      ""      ""     1.45   ""      D    2M   Simbad   209.09443068667392   -19.412272609413098   83.82916666666668   -5.472861111111111   
  1612  15.53   14.08   13.28   12.44   12.2    ""      ""      ""     0.59   ""      D    2M   Simbad   209.16293904866924   -19.28256378333962    83.97474999999997   -5.471916666666666   
  1613  13.51   12.55   12.0    11.05   10.77   10.25   9.4     ""     0.15   -0.91   D    2M   Simbad   209.0449475716762    -19.501899047288507   83.72766666666666   -5.471749999999999   
  1614  ""      14.16   12.29   10.73   10.26   9.74    ""      ""     2.65   ""      D    2M   Simbad   209.08197302650046   -19.432451152699784   83.80574999999999   -5.4715              
  1615  12.84   11.84   11.35   10.57   10.19   9.84    9.26    5.84   0.25   -1.34   D    2M   Simbad   209.0332613111913    -19.52277470630608    83.70395833333336   -5.4713611111111105  
  1616  13.04   12.28   11.84   11.23   10.84   10.35   ""      ""     0.0    ""      D    2M   Simbad   209.1174672470717    -19.365626658264798   83.88083333333334   -5.471166666666667   
  1617  9.36    8.84    8.63    8.36    8.09    7.65    6.74    4.23   0.0    -0.96   D    2M   Simbad   209.1374973008591    -19.326101620733063   83.92483333333332   -5.470166666666667   
  1618  13.73   12.86   12.38   11.56   11.16   ""      ""      ""     0.09   ""      D    2M   Simbad   209.11422684888143   -19.368588104519066   83.87679166666668   -5.469777777777776   
  1619  11.73   10.85   10.37   9.6     9.02    8.4     7.1     3.15   0.11   0.02    D    2M   Simbad   209.14376387418707   -19.31319602745136    83.93908333333333   -5.469611111111109   
  1620  12.6    11.56   10.96   10.49   10.08   9.34    7.95    ""     0.22   0.11    D    2M   Simbad   209.09970487789596   -19.394892637768073   83.847              -5.469444444444445   
  1621  12.6    11.92   11.59   10.96   10.56   10.07   9.37    ""     0.0    -0.99   D    2M   Simbad   209.0151139514177    -19.551911142175527   83.67008333333332   -5.469277777777778   
  1622  12.15   11.07   10.61   10.02   9.71    9.14    ""      ""     0.38   ""      D    2M   Simbad   209.09490481505395   -19.403153508439328   83.83754166666667   -5.46913888888889    
  1623  13.48   12.82   12.48   11.99   11.86   ""      ""      ""     0.0    ""      D    2M   Simbad   209.0313571450557    -19.521400168600923   83.704375           -5.46913888888889    
  1624  14.63   13.64   13.08   12.27   11.89   ""      ""      ""     0.18   ""      D    2M   Simbad   209.07695087793473   -19.436328684400937   83.80012499999998   -5.469027777777778   
  1625  11.94   11.18   10.83   10.28   9.91    9.4     ""      ""     0.05   ""      D    2M   Simbad   209.10673746625824   -19.37681879769145    83.86620833333332   -5.467194444444444   
  1626  12.8    11.95   11.57   10.93   10.65   ""      ""      ""     0.13   ""      D    2M   Simbad   209.07710203646886   -19.429286826021908   83.80649999999999   -5.46597222222222    
  1627  11.76   10.4    9.62    8.85    8.24    7.54    6.45    ""     0.49   -0.07   D    2M   Simbad   209.06648799607544   -19.44848715543143    83.78475000000002   -5.465722222222225   
  1628  11.19   10.39   9.87    9.11    8.84    8.54    7.95    5.18   0.0    -1.5    D    2M   Simbad   209.0350308925859    -19.50590369569708    83.71983333333334   -5.4652222222222235  
  1629  ""      15.13   13.28   11.35   10.64   10.06   ""      ""     1.85   ""      D    2M   Simbad   209.14996198109333   -19.291563670813368   83.961125           -5.465055555555556   
  1630  11.38   9.92    9.27    8.57    8.15    7.58    6.7     ""     0.72   -0.67   D    2M   Simbad   209.07559883947354   -19.430056478089835   83.80516666666666   -5.465055555555556   
  1631  12.36   11.42   11.0    10.59   10.25   ""      ""      ""     0.24   ""      D    2M   Simbad   209.05963239803745   -19.458417116513342   83.77291666666667   -5.464444444444445   
  1632  12.49   11.64   11.29   10.55   10.23   9.79    9.05    ""     0.16   -1.1    D    2M   Simbad   209.0414123290663    -19.49151488514168    83.73545833333333   -5.464083333333333   
  1633  12.5    11.68   11.2    10.58   10.16   9.85    8.89    ""     0.03   -0.94   D    2M   Simbad   209.1303177053404    -19.325645616401967   83.92216666666666   -5.463916666666666   
  1634  ""      11.35   10.56   9.58    9.27    ""      ""      ""     0.6    ""      D    2M   Simbad   209.06661968444547   -19.443202772768203   83.78954166666666   -5.463444444444445   
  1635  ""      15.47   13.7    12.19   11.63   10.99   ""      ""     2.13   ""      D    2M   Simbad   209.1479851554385    -19.290944120955906   83.96083333333334   -5.463111111111112   
  1636  14.73   12.23   10.89   9.66    9.16    9.14    ""      ""     1.53   ""      D    2M   Simbad   209.0779412343557    -19.421271744585972   83.81404166666665   -5.463055555555558   
  1637  13.31   12.13   11.47   10.49   10.09   9.67    8.57    5.59   0.36   -0.65   D    2M   Simbad   208.9905001717172    -19.58107635096855    83.63341666666666   -5.461777777777777   
  1638  14.47   13.57   13.0    12.41   12.11   11.81   11.08   7.33   0.07   -1.32   D    2M   Simbad   208.9016787688602    -19.743565606680743   83.44983333333334   -5.460666666666667   
  1639  14.76   14.18   13.79   13.09   12.73   ""      ""      ""     0.0    ""      D    2M   Simbad   209.15214892496766   -19.277405626879208   83.97474999999997   -5.4605              
  1640  16.93   15.59   14.78   11.93   11.16   10.17   ""      ""     0.45   ""      P    2M   Simbad   209.07510733126423   -19.420707978656544   83.81333333333332   -5.460416666666668   
  1641  12.79   11.87   11.46   10.76   10.54   ""      ""      ""     0.22   ""      D    2M   Simbad   209.072212757317     -19.425788032897966   83.80754166666665   -5.460277777777778   
  1642  14.2    13.27   12.86   12.23   11.87   11.6    ""      ""     0.22   ""      D    2M   Simbad   209.1214352149102    -19.334139541137237   83.91075            -5.460277777777775   
  1643  13.88   12.75   12.13   10.96   10.41   10.36   ""      ""     0.33   ""      D    2M   Simbad   209.08334712551624   -19.404325963006176   83.83154166666667   -5.459944444444444   
  1644  11.39   10.57   10.12   9.33    9.08    8.86    ""      ""     0.06   ""      D    2M   Simbad   209.1280653721246    -19.319268494561904   83.92691666666667   -5.459138888888889   
  1645  15.57   13.72   12.58   11.71   11.2    ""      ""      ""     0.85   ""      D    2M   Simbad   209.06657429126562   -19.432532843582802   83.79908333333333   -5.4585833333333325  
  1646  12.38   11.36   10.69   9.84    9.33    8.86    8.0     ""     0.15   -0.74   D    2M   Simbad   209.08697464833642   -19.393086648292194   83.84316666666666   -5.457916666666666   
  1647  12.02   11.13   10.83   10.1    9.81    9.26    ""      ""     0.25   ""      D    2M   Simbad   209.0965391367568    -19.373804552835306   83.86454166666665   -5.457249999999998   
  1648  13.23   12.56   12.24   11.96   11.82   11.5    10.56   6.9    0.0    -1.23   D    2M   Simbad   208.98764082332633   -19.571339892987837   83.64091666666667   -5.4549722222222226  
  1649  14.68   13.53   12.76   11.86   11.4    ""      ""      ""     0.24   ""      D    2M   Simbad   209.08179356509413   -19.394004747459377   83.840125           -5.453972222222222   
  1650  15.09   14.04   13.49   12.58   12.15   ""      ""      ""     0.28   ""      D    2M   Simbad   209.10103942715733   -19.355775547511016   83.88262500000002   -5.45288888888889    
  1651  12.78   11.9    11.44   10.85   10.58   ""      ""      ""     0.13   ""      D    2M   Simbad   209.0629973123944    -19.426591926466955   83.802875           -5.45288888888889    
  1652  12.51   11.14   10.39   9.46    9.04    8.63    7.83    ""     0.53   -0.97   D    2M   Simbad   209.04908208307418   -19.451562223294115   83.77454166666669   -5.45247222222222    
  1653  12.55   10.23   8.86    7.44    6.89    6.39    5.63    ""     1.29   -0.77   D    2M   Simbad   209.0709466376235    -19.410814654181358   83.82041666666666   -5.452444444444445   
  1654  ""      ""      14.77   12.19   11.1    10.3    9.59    6.48   ""     0.11    D    2M   Simbad   208.89363120963924   -19.738235044324107   83.45116666666667   -5.451500000000001   
  1655  12.93   12.19   11.71   10.98   10.57   10.03   9.15    ""     0.0    -0.72   D    2M   Simbad   209.04894009498136   -19.44912280422193    83.77666666666666   -5.451250000000002   
  1656  15.02   13.13   12.07   11.0    10.31   9.63    8.47    ""     0.96   0.05    D    2M   Simbad   209.07503865855648   -19.400494506409427   83.83141666666667   -5.4512222222222215  
  1657  14.33   13.6    13.08   12.4    11.94   ""      ""      ""     0.0    ""      D    2M   Simbad   209.09831670632644   -19.355682948486727   83.88154166666666   -5.4505555555555585  
  1658  11.65   10.71   10.19   9.56    9.15    8.86    8.12    4.25   0.14   -1.21   D    2M   Simbad   209.0167982382986    -19.506632438787715   83.71137500000002   -5.450222222222221   
  1659  ""      15.43   11.92   9.23    8.24    7.72    7.34    ""     4.94   -0.73   D    2M   Simbad   209.06289427911938   -19.42082311831346    83.80799999999999   -5.450194444444445   
  1660  13.03   12.33   11.96   11.08   10.67   10.02   ""      ""     0.0    ""      D    2M   Simbad   209.10318386358753   -19.34508308834292    83.893125           -5.449861111111111   
  1661  13.83   12.91   12.3    11.38   10.95   10.71   10.22   ""     0.06   -1.54   D    2M   Simbad   209.02474143071672   -19.490571197737683   83.72916666666667   -5.449638888888889   
  1662  15.89   14.77   14.36   13.03   12.08   11.1    9.2     5.52   0.46   1.53    P    2M   Simbad   209.0051057320916    -19.524808931117775   83.69008333333333   -5.448611111111109   
  1663  12.54   11.66   11.14   10.28   9.66    9.0     8.09    5.59   0.07   -0.32   D    2M   Simbad   208.99677870786533   -19.53905998935641    83.67374999999998   -5.448055555555554   
  1664  ""      ""      11.18   10.56   10.15   9.61    8.45    ""     ""     -0.41   D    2M   Simbad   209.04573086511724   -19.446798523925867   83.777375           -5.4475              
  1665  13.31   12.37   11.72   10.9    10.51   ""      ""      ""     0.04   ""      D    2M   Simbad   209.068345037547     -19.40459561549132    83.824875           -5.4474444444444465  
  1666  13.48   12.85   12.57   12.19   11.92   ""      ""      ""     0.0    ""      D    2M   Simbad   209.06542766037808   -19.407014198492938   83.82145833333335   -5.446083333333332   
  1667  12.82   11.95   11.47   11.02   10.65   ""      ""      ""     0.09   ""      D    2M   Simbad   209.0741906753624    -19.389905589643647   83.84054166666667   -5.445722222222221   
  1668  11.96   11.06   10.41   9.49    8.97    8.83    7.91    4.4    0.02   -1.12   D    2M   Simbad   209.13885257935522   -19.269234674755232   83.97637499999999   -5.445611111111111   
  1669  ""      ""      15.64   14.19   13.4    12.49   11.11   ""     ""     0.7     D    2M   Simbad   209.00648425193478   -19.51426006880883    83.70012500000003   -5.445000000000001   
  1670  12.02   10.94   10.29   9.19    8.61    8.02    7.01    ""     0.23   -0.34   D    2M   Simbad   209.081313428873     -19.374803305183118   83.857125           -5.44488888888889    
  1671  13.54   12.82   12.51   12.04   11.85   11.5    ""      ""     0.02   ""      D    2M   Simbad   208.96643338675054   -19.58734469144445    83.6175             -5.444388888888888   
  1672  12.68   11.67   11.14   10.41   10.12   9.72    8.97    6.65   0.23   -1.16   D    2M   Simbad   208.991221656914     -19.540543741118128   83.67004166666668   -5.444055555555558   
  1673  11.97   11.03   10.62   9.8     9.49    9.22    8.58    ""     0.23   -1.46   D    2M   Simbad   209.03861658275238   -19.451861768482345   83.76979166666668   -5.443805555555556   
  1674  12.08   11.19   10.91   10.07   9.78    9.27    8.38    ""     0.25   -0.88   D    2M   Simbad   209.03709298319075   -19.454388779437927   83.766875           -5.443666666666667   
  1675  14.24   13.05   12.16   10.82   10.21   9.74    9.04    ""     0.2    -0.81   D    2M   Simbad   209.03209642981736   -19.463068493067006   83.75695833333333   -5.443388888888891   
  1676  12.23   11.26   10.65   9.07    8.39    7.68    6.73    3.93   0.12   -0.14   D    2M   Simbad   208.96447576814222   -19.587665117606463   83.61637499999999   -5.4428888888888896  
  1677  14.6    14.01   13.45   12.58   12.17   ""      ""      ""     0.0    ""      D    2M   Simbad   209.11278640747733   -19.311219637169245   83.92758333333335   -5.442638888888892   
  1678  15.42   14.44   13.89   13.09   12.83   12.16   ""      ""     0.18   ""      D    2M   Simbad   209.00319976947992   -19.514039175780802   83.69891666666666   -5.442138888888887   
  1679  11.85   10.84   10.22   9.54    9.06    8.54    7.58    ""     0.17   -0.58   D    2M   Simbad   209.07614988558785   -19.378147408577192   83.85191666666668   -5.442055555555555   
  1680  11.17   9.98    9.15    7.68    7.12    6.68    5.91    2.65   0.24   -0.83   D    2M   Simbad   208.9597343772649    -19.593771218847422   83.60887500000001   -5.441666666666667   
  1681  12.46   11.29   10.71   9.84    9.6     8.54    ""      ""     0.4    ""      D    2M   Simbad   209.05786880778143   -19.410143699567506   83.81541666666668   -5.441138888888888   
